Rater_ID,Question,Face_ID,Response,Face_Woman,Face_SD
27,halsa,172,5,0,1
27,halsa,165,4,0,0
27,halsa,248,2,0,1
27,halsa,205,3,0,1
27,halsa,167,5,0,1
27,halsa,180,5,1,0
27,halsa,249,4,1,0
27,halsa,243,4,1,1
27,halsa,194,4,1,1
27,halsa,130,4,1,1
27,halsa,258,5,0,0
27,halsa,138,3,0,0
27,halsa,280,3,1,0
27,halsa,226,3,1,1
27,halsa,218,3,1,1
27,halsa,253,3,1,0
27,halsa,153,3,1,1
27,halsa,146,4,1,1
27,halsa,288,5,1,0
27,halsa,298,5,0,1
27,halsa,275,5,0,1
27,halsa,233,3,1,1
27,halsa,183,5,0,0
27,halsa,217,4,1,1
27,halsa,105,5,1,1
27,halsa,242,3,0,0
27,halsa,451,3,0,0
27,halsa,190,4,0,1
27,halsa,216,3,1,0
27,halsa,108,3,1,1
27,halsa,115,2,0,1
27,halsa,168,3,0,0
27,halsa,208,4,1,0
27,halsa,259,4,0,1
27,halsa,109,4,1,0
27,halsa,229,4,0,0
27,halsa,147,4,1,1
27,halsa,173,5,1,0
27,halsa,175,5,1,1
27,halsa,266,5,0,1
27,halsa,198,4,1,0
27,halsa,201,5,1,0
27,halsa,107,5,1,1
27,halsa,306,4,0,0
27,halsa,433,4,1,1
27,halsa,577,4,0,0
27,halsa,305,4,0,0
27,halsa,162,4,0,0
27,halsa,127,4,1,1
27,halsa,125,4,1,1
27,halsa,154,5,1,0
27,halsa,103,4,1,0
27,halsa,264,4,0,1
27,halsa,163,5,1,0
27,halsa,111,5,1,1
27,halsa,139,4,1,0
27,halsa,417,3,1,1
27,halsa,209,3,1,0
27,halsa,185,4,1,0
27,halsa,212,4,1,1
27,halsa,257,5,0,1
27,halsa,246,5,0,0
27,halsa,232,5,1,1
27,halsa,151,4,1,0
27,halsa,241,3,0,0
27,halsa,132,4,1,0
27,halsa,121,5,1,0
27,halsa,222,6,1,1
27,halsa,278,5,0,0
27,halsa,191,4,0,0
27,halsa,272,4,0,1
27,halsa,160,3,0,0
27,halsa,159,3,0,0
27,halsa,221,4,1,1
27,halsa,145,4,1,1
27,halsa,181,4,1,0
27,halsa,219,4,0,0
27,halsa,140,4,1,0
27,halsa,149,4,1,0
27,halsa,214,3,1,1
27,halsa,196,4,1,0
27,halsa,245,3,0,1
27,halsa,286,3,0,1
27,halsa,122,3,1,1
27,halsa,195,4,1,0
27,halsa,119,4,1,0
27,halsa,268,4,0,0
27,halsa,287,4,1,0
27,trotthet,297,3,0,1
27,trotthet,202,2,1,0
27,trotthet,260,3,0,0
27,trotthet,139,3,1,0
27,trotthet,184,3,0,0
27,trotthet,102,3,1,0
27,trotthet,207,3,1,0
27,trotthet,425,3,1,1
27,trotthet,263,3,0,1
27,trotthet,210,3,1,0
27,trotthet,163,4,1,0
27,trotthet,145,4,1,1
27,trotthet,451,3,0,0
27,trotthet,166,3,0,1
27,trotthet,176,3,1,1
27,trotthet,167,4,0,1
27,trotthet,269,4,0,0
27,trotthet,266,5,0,1
27,trotthet,242,4,0,0
27,trotthet,238,4,1,0
27,trotthet,160,3,0,0
27,trotthet,174,4,1,1
27,trotthet,201,4,1,0
27,trotthet,144,4,0,1
27,trotthet,223,4,0,0
27,trotthet,177,3,1,1
27,trotthet,230,3,0,0
27,trotthet,122,4,1,1
27,trotthet,209,4,1,0
27,trotthet,154,3,1,0
27,trotthet,577,4,0,0
27,trotthet,217,4,1,1
27,trotthet,233,4,1,1
27,trotthet,103,4,1,0
27,trotthet,268,5,0,0
27,trotthet,305,5,0,0
27,trotthet,270,4,0,1
27,trotthet,431,5,1,0
27,trotthet,187,4,0,0
27,trotthet,198,5,1,0
27,trotthet,194,5,1,1
27,trotthet,256,4,0,1
27,trotthet,274,4,1,0
27,trotthet,220,4,0,0
27,trotthet,265,4,0,1
27,trotthet,109,4,1,0
27,trotthet,134,5,1,0
27,trotthet,127,5,1,1
27,trotthet,267,5,0,0
27,trotthet,182,5,1,1
27,trotthet,212,5,1,1
27,trotthet,241,4,0,0
27,trotthet,254,5,1,0
27,trotthet,239,5,0,1
27,trotthet,232,6,1,1
27,trotthet,281,5,0,1
27,trotthet,117,6,0,0
27,trotthet,224,4,0,0
27,trotthet,179,5,1,0
27,trotthet,164,5,1,0
27,trotthet,186,6,1,0
27,trotthet,298,5,0,1
27,trotthet,191,6,0,0
27,trotthet,252,6,0,1
27,trotthet,161,5,0,0
27,trotthet,119,4,1,0
27,trotthet,278,5,0,0
27,trotthet,106,5,1,1
27,trotthet,226,4,1,1
27,trotthet,165,4,0,0
27,trotthet,285,5,0,0
27,trotthet,130,6,1,1
27,trotthet,197,6,1,0
27,trotthet,178,6,1,1
27,trotthet,280,5,1,0
27,trotthet,146,4,1,1
27,trotthet,192,4,0,1
27,trotthet,215,4,1,0
27,trotthet,276,5,0,0
27,trotthet,286,4,0,1
27,trotthet,236,5,1,1
27,trotthet,175,5,1,1
27,trotthet,196,5,1,0
27,trotthet,162,5,0,0
27,trotthet,173,4,1,0
27,trotthet,301,4,0,1
27,trotthet,151,4,1,0
27,trotthet,111,3,1,1
27,trotthet,131,3,1,1
27,trotthet,153,3,1,1
27,trotthet,104,3,1,0
27,trotthet,257,4,0,1
27,trotthet,279,4,1,1
27,trotthet,271,5,0,1
27,trotthet,105,5,1,1
27,trotthet,147,5,1,1
27,trotthet,216,4,1,0
27,trotthet,282,3,0,0
27,trotthet,244,3,1,1
27,trotthet,249,3,1,0
27,trotthet,275,4,0,1
27,trotthet,228,4,1,1
27,trotthet,172,5,0,1
27,trotthet,290,4,0,1
27,trotthet,211,4,1,1
27,trotthet,205,5,0,1
27,trotthet,155,4,1,0
27,trotthet,255,3,0,0
27,trotthet,235,4,1,1
27,trotthet,140,3,1,0
27,trotthet,125,4,1,1
27,trotthet,180,5,1,0
27,trotthet,246,4,0,0
27,trotthet,159,5,0,0
27,trotthet,240,5,0,1
27,trotthet,193,5,1,1
27,trotthet,181,4,1,0
27,trotthet,206,3,0,1
27,trotthet,152,4,1,1
27,trotthet,229,3,0,0
27,trotthet,123,4,0,1
27,trotthet,204,4,1,0
27,trotthet,195,4,1,0
27,trotthet,190,4,0,1
27,trotthet,189,4,0,1
27,trotthet,208,4,1,0
27,trotthet,116,4,0,1
27,trotthet,138,3,0,0
27,trotthet,287,4,1,0
27,trotthet,126,3,1,1
27,trotthet,248,3,0,1
27,trotthet,129,4,1,0
27,trotthet,418,4,1,1
27,trotthet,143,5,0,1
27,trotthet,213,5,1,1
27,trotthet,128,5,1,0
27,trotthet,222,5,1,1
27,trotthet,221,4,1,1
27,trotthet,110,4,1,1
27,trotthet,137,3,0,0
27,trotthet,219,3,0,0
27,trotthet,291,4,1,1
27,trotthet,218,4,1,1
27,trotthet,124,5,0,1
27,trotthet,288,5,1,0
27,trotthet,188,4,0,0
27,trotthet,133,5,1,0
27,trotthet,258,5,0,0
27,trotthet,264,4,0,1
27,trotthet,112,4,1,0
27,trotthet,289,4,0,0
27,trotthet,108,5,1,1
27,trotthet,214,4,1,1
27,trotthet,417,3,1,1
27,trotthet,121,4,1,0
27,trotthet,243,3,1,1
27,trotthet,245,3,0,1
27,trotthet,132,4,1,0
27,trotthet,183,4,0,0
27,trotthet,433,5,1,1
27,trotthet,259,5,0,1
27,trotthet,253,5,1,0
27,trotthet,573,5,1,0
27,trotthet,185,4,1,0
27,trotthet,292,4,1,1
27,trotthet,302,4,0,1
27,trotthet,168,4,0,0
27,trotthet,115,3,0,1
27,trotthet,135,4,1,1
27,trotthet,120,3,1,1
27,trotthet,101,4,1,0
27,trotthet,272,4,0,1
27,trotthet,306,3,0,0
27,trotthet,203,4,1,1
27,trotthet,136,4,1,1
27,trotthet,293,3,0,0
27,trotthet,149,3,1,0
27,trotthet,171,2,0,1
27,trotthet,247,3,0,1
27,trotthet,107,4,1,1
27,blek_hud,293,4,0,0
27,blek_hud,228,4,1,1
27,blek_hud,206,4,0,1
27,blek_hud,286,4,0,1
27,blek_hud,243,3,1,1
27,blek_hud,238,2,1,0
27,blek_hud,154,4,1,0
27,blek_hud,218,4,1,1
27,blek_hud,272,4,0,1
27,blek_hud,219,5,0,0
27,blek_hud,105,6,1,1
27,blek_hud,222,5,1,1
27,blek_hud,125,4,1,1
27,blek_hud,104,5,1,0
27,blek_hud,221,5,1,1
27,blek_hud,123,5,0,1
27,blek_hud,203,4,1,1
27,blek_hud,270,6,0,1
27,blek_hud,196,5,1,0
27,blek_hud,147,5,1,1
27,blek_hud,204,4,1,0
27,blek_hud,128,5,1,0
27,blek_hud,297,6,0,1
27,blek_hud,274,6,1,0
27,blek_hud,248,4,0,1
27,blek_hud,174,5,1,1
27,blek_hud,185,3,1,0
27,blek_hud,226,4,1,1
27,blek_hud,193,5,1,1
27,blek_hud,167,5,0,1
27,blek_hud,195,5,1,0
27,blek_hud,179,6,1,0
27,blek_hud,241,5,0,0
27,blek_hud,285,5,0,0
27,blek_hud,265,6,0,1
27,blek_hud,233,4,1,1
27,blek_hud,163,4,1,0
27,blek_hud,263,5,0,1
27,blek_hud,161,5,0,0
27,blek_hud,201,4,1,0
27,blek_hud,109,6,1,0
27,blek_hud,275,6,0,1
27,blek_hud,133,5,1,0
27,blek_hud,136,4,1,1
27,blek_hud,129,4,1,0
27,blek_hud,223,6,0,0
27,blek_hud,188,5,0,0
27,blek_hud,229,5,0,0
27,blek_hud,239,4,0,1
27,blek_hud,235,4,1,1
27,blek_hud,146,6,1,1
27,blek_hud,164,6,1,0
27,blek_hud,149,6,1,0
27,blek_hud,117,4,0,0
27,blek_hud,217,6,1,1
27,blek_hud,266,3,0,1
27,blek_hud,178,3,1,1
27,blek_hud,112,3,1,0
27,blek_hud,202,4,1,0
27,blek_hud,271,4,0,1
27,blek_hud,144,3,0,1
27,blek_hud,205,3,0,1
27,blek_hud,215,5,1,0
27,blek_hud,211,5,1,1
27,blek_hud,246,5,0,0
27,blek_hud,577,4,0,0
27,blek_hud,220,3,0,0
27,blek_hud,260,5,0,0
27,blek_hud,269,4,0,0
27,blek_hud,236,4,1,1
27,blek_hud,184,5,0,0
27,blek_hud,171,5,0,1
27,blek_hud,209,4,1,0
27,blek_hud,162,5,0,0
27,blek_hud,127,5,1,1
27,blek_hud,255,4,0,0
27,blek_hud,306,4,0,0
27,blek_hud,177,4,1,1
27,blek_hud,425,5,1,1
27,blek_hud,267,4,0,0
27,blek_hud,214,4,1,1
27,blek_hud,139,4,1,0
27,blek_hud,207,4,1,0
27,blek_hud,249,4,1,0
27,blek_hud,166,5,0,1
27,blek_hud,143,4,0,1
27,blek_hud,111,5,1,1
27,blek_hud,151,4,1,0
27,blek_hud,183,3,0,0
27,blek_hud,431,3,1,0
27,blek_hud,451,4,0,0
27,blek_hud,187,5,0,0
27,blek_hud,130,4,1,1
27,blek_hud,180,3,1,0
27,blek_hud,257,3,0,1
27,blek_hud,138,5,0,0
27,blek_hud,254,4,1,0
27,blek_hud,140,5,1,0
27,blek_hud,115,6,0,1
27,blek_hud,216,6,1,0
27,blek_hud,122,5,1,1
27,blek_hud,134,5,1,0
27,blek_hud,119,4,1,0
27,blek_hud,276,3,0,0
27,blek_hud,212,3,1,1
27,blek_hud,302,3,0,1
27,blek_hud,301,4,0,1
27,blek_hud,278,5,0,0
27,blek_hud,189,5,0,1
27,blek_hud,110,4,1,1
27,blek_hud,126,5,1,1
27,blek_hud,288,3,1,0
27,blek_hud,116,3,0,1
27,blek_hud,280,4,1,0
27,blek_hud,103,3,1,0
27,blek_hud,175,2,1,1
27,blek_hud,290,4,0,1
27,blek_hud,182,3,1,1
27,blek_hud,253,3,1,0
27,blek_hud,281,5,0,1
27,blek_hud,152,4,1,1
27,blek_hud,247,5,0,1
27,blek_hud,124,4,0,1
27,blek_hud,107,4,1,1
27,blek_hud,155,4,1,0
27,blek_hud,108,4,1,1
27,blek_hud,298,4,0,1
27,blek_hud,208,5,1,0
27,blek_hud,268,5,0,0
27,blek_hud,192,5,0,1
27,blek_hud,173,4,1,0
27,blek_hud,191,4,0,0
27,blek_hud,121,4,1,0
27,blek_hud,210,5,1,0
27,blek_hud,264,4,0,1
27,blek_hud,256,4,0,1
27,blek_hud,190,3,0,1
27,blek_hud,252,4,0,1
27,blek_hud,418,3,1,1
27,blek_hud,417,5,1,1
27,blek_hud,224,3,0,0
27,blek_hud,181,3,1,0
27,blek_hud,101,3,1,0
27,blek_hud,165,3,0,0
27,blek_hud,213,4,1,1
27,blek_hud,132,3,1,0
27,blek_hud,197,4,1,0
27,blek_hud,168,4,0,0
27,blek_hud,198,5,1,0
27,blek_hud,145,5,1,1
27,blek_hud,176,5,1,1
27,blek_hud,242,6,0,0
27,blek_hud,156,6,1,0
27,blek_hud,106,5,1,1
27,blek_hud,279,4,1,1
27,blek_hud,573,3,1,0
27,blek_hud,159,3,0,0
27,blek_hud,160,5,0,0
27,blek_hud,120,4,1,1
27,blek_hud,137,5,0,0
27,blek_hud,244,5,1,1
27,blek_hud,230,5,0,0
27,blek_hud,131,5,1,1
27,blek_hud,245,6,0,1
27,blek_hud,291,4,1,1
27,blek_hud,287,5,1,0
27,blek_hud,289,4,0,0
27,blek_hud,258,5,0,0
27,blek_hud,153,4,1,1
27,blek_hud,305,3,0,0
27,blek_hud,135,3,1,1
27,blek_hud,186,3,1,0
27,blek_hud,259,4,0,1
27,blek_hud,102,4,1,0
27,blek_hud,292,3,1,1
27,blek_hud,240,3,0,1
27,blek_hud,232,4,1,1
27,blek_hud,282,5,0,0
27,blek_hud,194,4,1,1
27,blek_hud,433,3,1,1
26,trotthet,155,3,1,0
26,trotthet,162,3,0,0
26,trotthet,287,2,1,0
26,trotthet,171,2,0,1
26,trotthet,207,5,1,0
26,trotthet,202,5,1,0
26,trotthet,275,6,0,1
26,trotthet,136,4,1,1
26,trotthet,196,2,1,0
26,trotthet,125,4,1,1
26,trotthet,143,6,0,1
26,trotthet,301,7,0,1
26,trotthet,203,7,1,1
26,trotthet,217,7,1,1
26,trotthet,239,5,0,1
26,trotthet,187,4,0,0
26,trotthet,109,4,1,0
26,trotthet,163,3,1,0
26,trotthet,271,7,0,1
26,trotthet,573,7,1,0
26,trotthet,181,7,1,0
26,trotthet,182,4,1,1
26,trotthet,107,6,1,1
26,trotthet,103,6,1,0
26,trotthet,213,4,1,1
26,trotthet,267,7,0,0
26,trotthet,146,7,1,1
26,trotthet,116,7,0,1
26,trotthet,236,4,1,1
26,trotthet,159,7,0,0
26,trotthet,190,4,0,1
26,trotthet,255,7,0,0
26,trotthet,282,4,0,0
26,trotthet,233,5,1,1
26,trotthet,211,7,1,1
26,trotthet,174,4,1,1
26,trotthet,220,6,0,0
26,trotthet,266,6,0,1
26,trotthet,243,7,1,1
26,trotthet,417,4,1,1
26,trotthet,281,5,0,1
26,trotthet,137,5,0,0
26,trotthet,247,6,0,1
26,trotthet,242,6,0,0
26,trotthet,229,3,0,0
26,trotthet,193,2,1,1
26,trotthet,201,5,1,0
26,trotthet,226,5,1,1
26,trotthet,185,5,1,0
26,trotthet,112,5,1,0
26,trotthet,160,3,0,0
26,trotthet,208,3,1,0
26,trotthet,286,3,0,1
26,trotthet,235,2,1,1
26,trotthet,138,2,0,0
26,trotthet,119,6,1,0
26,trotthet,232,6,1,1
26,trotthet,431,6,1,0
26,trotthet,151,4,1,0
26,trotthet,214,4,1,1
26,trotthet,245,4,0,1
26,trotthet,248,5,0,1
26,trotthet,128,6,1,0
26,trotthet,110,3,1,1
26,trotthet,189,5,0,1
26,trotthet,140,5,1,0
26,trotthet,191,5,0,0
26,trotthet,293,2,0,0
26,trotthet,238,2,1,0
26,trotthet,418,5,1,1
26,trotthet,451,3,0,0
26,trotthet,115,3,0,1
26,trotthet,279,5,1,1
26,trotthet,224,2,0,0
26,trotthet,270,3,0,1
26,trotthet,166,5,0,1
26,trotthet,278,6,0,0
26,trotthet,258,5,0,0
26,trotthet,134,3,1,0
26,trotthet,130,3,1,1
26,trotthet,124,3,0,1
26,trotthet,122,3,1,1
26,trotthet,120,2,1,1
26,trotthet,195,4,1,0
26,trotthet,184,3,0,0
26,trotthet,192,5,0,1
26,trotthet,433,5,1,1
26,trotthet,117,3,0,0
26,trotthet,102,5,1,0
26,trotthet,230,2,0,0
26,trotthet,254,4,1,0
26,trotthet,164,5,1,0
26,trotthet,269,6,0,0
26,trotthet,176,6,1,1
26,trotthet,263,5,0,1
26,trotthet,180,2,1,0
26,trotthet,154,2,1,0
26,trotthet,131,2,1,1
26,trotthet,252,4,0,1
26,trotthet,147,5,1,1
26,trotthet,249,4,1,0
26,trotthet,289,3,0,0
26,trotthet,104,5,1,0
26,trotthet,205,3,0,1
26,trotthet,256,5,0,1
26,trotthet,206,5,0,1
26,trotthet,153,4,1,1
26,trotthet,260,3,0,0
26,trotthet,175,3,1,1
26,trotthet,285,5,0,0
26,trotthet,264,3,0,1
26,trotthet,121,6,1,0
26,trotthet,156,3,1,0
26,trotthet,209,6,1,0
26,trotthet,165,5,0,0
26,trotthet,215,4,1,0
26,trotthet,132,4,1,0
26,trotthet,219,4,0,0
26,trotthet,425,3,1,1
26,trotthet,244,4,1,1
26,trotthet,123,3,0,1
26,trotthet,292,3,1,1
26,trotthet,204,3,1,0
26,trotthet,129,5,1,0
26,trotthet,198,5,1,0
26,trotthet,178,3,1,1
26,trotthet,223,2,0,0
26,trotthet,139,3,1,0
26,trotthet,179,5,1,0
26,trotthet,298,5,0,1
26,trotthet,265,4,0,1
26,trotthet,101,5,1,0
26,trotthet,127,4,1,1
26,trotthet,228,5,1,1
26,trotthet,186,6,1,0
26,trotthet,210,4,1,0
26,trotthet,241,2,0,0
26,trotthet,168,3,0,0
26,trotthet,272,4,0,1
26,trotthet,305,4,0,0
26,trotthet,302,3,0,1
26,trotthet,268,5,0,0
26,trotthet,222,6,1,1
26,trotthet,290,6,0,1
26,trotthet,253,5,1,0
26,trotthet,280,2,1,0
26,trotthet,212,4,1,1
26,trotthet,111,3,1,1
26,trotthet,257,3,0,1
26,trotthet,259,3,0,1
26,trotthet,240,2,0,1
26,trotthet,197,4,1,0
26,trotthet,276,4,0,0
26,trotthet,152,5,1,1
26,trotthet,188,3,0,0
26,trotthet,291,3,1,1
26,trotthet,218,2,1,1
26,trotthet,126,3,1,1
26,trotthet,144,3,0,1
26,trotthet,105,4,1,1
26,trotthet,133,3,1,0
26,trotthet,288,2,1,0
26,trotthet,149,3,1,0
26,trotthet,216,3,1,0
26,trotthet,145,4,1,1
26,trotthet,183,5,0,0
26,trotthet,167,5,0,1
26,trotthet,577,6,0,0
26,trotthet,172,6,0,1
26,trotthet,297,4,0,1
26,trotthet,106,2,1,1
26,trotthet,108,3,1,1
26,trotthet,274,2,1,0
26,trotthet,246,2,0,0
26,trotthet,177,5,1,1
26,trotthet,135,6,1,1
26,trotthet,161,3,0,0
26,trotthet,194,5,1,1
26,trotthet,173,4,1,0
26,halsa,229,5,0,0
26,halsa,220,4,0,0
26,halsa,291,4,1,1
26,halsa,269,5,0,0
26,halsa,577,4,0,0
26,halsa,243,5,1,1
26,halsa,271,4,0,1
26,halsa,236,5,1,1
26,halsa,192,5,0,1
26,halsa,120,5,1,1
26,halsa,165,4,0,0
26,halsa,110,3,1,1
26,halsa,117,4,0,0
26,halsa,197,4,1,0
26,halsa,136,4,1,1
26,halsa,171,3,0,1
26,halsa,126,4,1,1
26,halsa,205,4,0,1
26,halsa,116,4,0,1
26,halsa,281,3,0,1
26,halsa,146,4,1,1
26,halsa,451,3,0,0
26,halsa,140,4,1,0
26,halsa,130,4,1,1
26,halsa,263,4,0,1
26,halsa,204,4,1,0
26,halsa,144,3,0,1
26,halsa,297,4,0,1
26,halsa,212,3,1,1
26,halsa,238,3,1,0
26,halsa,119,4,1,0
26,halsa,108,5,1,1
26,halsa,272,4,0,1
26,halsa,241,4,0,0
26,halsa,153,3,1,1
26,halsa,213,4,1,1
26,halsa,249,5,1,0
26,halsa,232,4,1,1
26,halsa,127,4,1,1
26,halsa,255,6,0,0
26,halsa,185,4,1,0
26,halsa,206,3,0,1
26,halsa,433,3,1,1
26,halsa,123,3,0,1
26,halsa,210,3,1,0
26,halsa,252,4,0,1
26,halsa,230,3,0,0
26,halsa,106,6,1,1
26,halsa,286,4,0,1
26,halsa,302,4,0,1
26,halsa,178,6,1,1
26,halsa,216,6,1,0
26,halsa,160,4,0,0
26,halsa,253,3,1,0
26,halsa,181,3,1,0
26,halsa,190,4,0,1
26,halsa,247,4,0,1
26,halsa,242,4,0,0
26,halsa,143,4,0,1
26,halsa,105,4,1,1
26,halsa,186,6,1,0
26,halsa,111,6,1,1
26,halsa,193,6,1,1
26,halsa,177,6,1,1
26,halsa,218,4,1,1
26,halsa,217,4,1,1
26,halsa,224,3,0,0
26,halsa,279,6,1,1
26,halsa,270,4,0,1
26,halsa,298,3,0,1
26,halsa,179,6,1,0
26,halsa,266,6,0,1
26,halsa,418,4,1,1
26,halsa,162,3,0,0
26,halsa,198,4,1,0
26,halsa,164,4,1,0
26,halsa,102,4,1,0
26,halsa,431,6,1,0
26,halsa,254,4,1,0
26,halsa,211,4,1,1
26,halsa,107,4,1,1
26,halsa,195,4,1,0
26,halsa,149,3,1,0
26,halsa,167,4,0,1
26,halsa,132,4,1,0
26,halsa,257,4,0,1
26,halsa,173,4,1,0
26,halsa,258,6,0,0
26,halsa,135,6,1,1
26,halsa,265,6,0,1
26,halsa,101,4,1,0
26,halsa,155,5,1,0
26,halsa,133,2,1,0
26,halsa,180,2,1,0
26,halsa,573,5,1,0
26,halsa,219,4,0,0
26,halsa,202,3,1,0
26,halsa,175,3,1,1
26,halsa,194,5,1,1
26,halsa,189,3,0,1
26,halsa,191,5,0,0
26,halsa,288,2,1,0
26,halsa,161,3,0,0
26,halsa,292,2,1,1
26,halsa,112,5,1,0
26,halsa,276,3,0,0
26,halsa,156,5,1,0
26,halsa,246,3,0,0
26,halsa,196,5,1,0
26,halsa,245,3,0,1
26,halsa,240,5,0,1
26,halsa,188,5,0,0
26,halsa,223,5,0,0
26,halsa,131,5,1,1
26,halsa,287,3,1,0
26,halsa,166,3,0,1
26,halsa,129,3,1,0
26,halsa,267,3,0,0
26,halsa,208,3,1,0
26,halsa,293,3,0,0
26,halsa,278,5,0,0
26,halsa,139,5,1,0
26,halsa,184,5,0,0
26,halsa,147,5,1,1
26,halsa,215,5,1,0
26,halsa,214,5,1,1
26,halsa,115,5,0,1
26,halsa,203,5,1,1
26,halsa,207,3,1,0
26,halsa,274,5,1,0
26,halsa,174,4,1,1
26,halsa,233,3,1,1
26,halsa,154,3,1,0
26,halsa,201,3,1,0
26,halsa,244,3,1,1
26,halsa,301,3,0,1
26,halsa,187,3,0,0
26,halsa,285,3,0,0
26,halsa,138,3,0,0
26,halsa,264,3,0,1
26,halsa,121,5,1,0
26,halsa,235,5,1,1
26,halsa,183,3,0,0
26,halsa,122,5,1,1
26,halsa,172,3,0,1
26,halsa,159,3,0,0
26,halsa,306,3,0,0
26,halsa,124,3,0,1
26,halsa,152,3,1,1
26,halsa,128,5,1,0
26,halsa,268,5,0,0
26,halsa,145,5,1,1
26,halsa,163,5,1,0
26,halsa,228,5,1,1
26,halsa,248,3,0,1
26,halsa,417,2,1,1
26,halsa,260,5,0,0
26,halsa,305,3,0,0
26,halsa,182,3,1,1
26,halsa,151,2,1,0
26,halsa,259,3,0,1
26,halsa,239,4,0,1
26,halsa,425,4,1,1
26,halsa,125,4,1,1
26,halsa,280,4,1,0
26,halsa,137,4,0,0
26,halsa,109,4,1,0
26,halsa,222,5,1,1
26,halsa,282,4,0,0
26,halsa,176,5,1,1
26,halsa,221,5,1,1
26,halsa,275,4,0,1
26,halsa,168,4,0,0
26,halsa,104,5,1,0
26,halsa,290,5,0,1
26,halsa,103,3,1,0
26,halsa,226,3,1,1
26,halsa,256,3,0,1
26,halsa,134,2,1,0
26,halsa,209,2,1,0
26,halsa,289,4,0,0
26,blek_hud,108,4,1,1
26,blek_hud,185,2,1,0
26,blek_hud,282,1,0,0
26,blek_hud,162,3,0,0
26,blek_hud,257,3,0,1
26,blek_hud,115,3,0,1
26,blek_hud,167,3,0,1
26,blek_hud,154,2,1,0
26,blek_hud,202,2,1,0
26,blek_hud,133,2,1,0
26,blek_hud,209,2,1,0
26,blek_hud,135,2,1,1
26,blek_hud,164,2,1,0
26,blek_hud,263,2,0,1
26,blek_hud,198,5,1,0
26,blek_hud,270,5,0,1
26,blek_hud,129,5,1,0
26,blek_hud,127,6,1,1
26,blek_hud,240,5,0,1
26,blek_hud,110,5,1,1
26,blek_hud,147,2,1,1
26,blek_hud,236,2,1,1
26,blek_hud,176,2,1,1
26,blek_hud,143,2,0,1
26,blek_hud,160,4,0,0
26,blek_hud,433,2,1,1
26,blek_hud,235,2,1,1
26,blek_hud,177,4,1,1
26,blek_hud,144,3,0,1
26,blek_hud,136,3,1,1
26,blek_hud,290,5,0,1
26,blek_hud,111,6,1,1
26,blek_hud,193,3,1,1
26,blek_hud,259,6,0,1
26,blek_hud,229,5,0,0
26,blek_hud,298,5,0,1
26,blek_hud,121,2,1,0
26,blek_hud,233,3,1,1
26,blek_hud,166,6,0,1
26,blek_hud,207,5,1,0
26,blek_hud,180,4,1,0
26,blek_hud,219,5,0,0
26,blek_hud,178,2,1,1
26,blek_hud,155,5,1,0
26,blek_hud,288,2,1,0
26,blek_hud,137,2,0,0
26,blek_hud,188,4,0,0
26,blek_hud,139,5,1,0
26,blek_hud,272,5,0,1
26,blek_hud,245,5,0,1
26,blek_hud,266,5,0,1
26,blek_hud,145,5,1,1
26,blek_hud,203,5,1,1
26,blek_hud,573,4,1,0
26,blek_hud,268,4,0,0
26,blek_hud,106,4,1,1
26,blek_hud,281,5,0,1
26,blek_hud,253,3,1,0
26,blek_hud,267,5,0,0
26,blek_hud,112,4,1,0
26,blek_hud,161,3,0,0
26,blek_hud,280,3,1,0
26,blek_hud,305,3,0,0
26,blek_hud,131,3,1,1
26,blek_hud,258,3,0,0
26,blek_hud,173,3,1,0
26,blek_hud,120,2,1,1
26,blek_hud,247,5,0,1
26,blek_hud,232,5,1,1
26,blek_hud,418,6,1,1
26,blek_hud,269,4,0,0
26,blek_hud,159,5,0,0
26,blek_hud,186,3,1,0
26,blek_hud,218,2,1,1
26,blek_hud,107,4,1,1
26,blek_hud,126,3,1,1
26,blek_hud,192,4,0,1
26,blek_hud,165,2,0,0
26,blek_hud,208,4,1,0
26,blek_hud,249,5,1,0
26,blek_hud,210,5,1,0
26,blek_hud,254,5,1,0
26,blek_hud,246,5,0,0
26,blek_hud,196,5,1,0
26,blek_hud,194,2,1,1
26,blek_hud,138,2,0,0
26,blek_hud,256,4,0,1
26,blek_hud,230,5,0,0
26,blek_hud,220,3,0,0
26,blek_hud,130,5,1,1
26,blek_hud,171,1,0,1
26,blek_hud,184,1,0,0
26,blek_hud,417,5,1,1
26,blek_hud,216,4,1,0
26,blek_hud,286,2,0,1
26,blek_hud,223,3,0,0
26,blek_hud,275,4,0,1
26,blek_hud,431,4,1,0
26,blek_hud,151,3,1,0
26,blek_hud,289,3,0,0
26,blek_hud,276,3,0,0
26,blek_hud,146,5,1,1
26,blek_hud,244,4,1,1
26,blek_hud,125,3,1,1
26,blek_hud,239,3,0,1
26,blek_hud,222,2,1,1
26,blek_hud,302,2,0,1
26,blek_hud,293,4,0,0
26,blek_hud,204,1,1,0
26,blek_hud,217,5,1,1
26,blek_hud,292,3,1,1
26,blek_hud,224,3,0,0
26,blek_hud,191,2,0,0
26,blek_hud,179,1,1,0
26,blek_hud,101,2,1,0
26,blek_hud,123,4,0,1
26,blek_hud,149,3,1,0
26,blek_hud,264,4,0,1
26,blek_hud,221,4,1,1
26,blek_hud,278,3,0,0
26,blek_hud,252,1,0,1
